GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,NAME_E,AF2AE001,AF2AE002,AF2AE003,AF2AE004,AF2AE005,AF2AE006,AF2AE007,AF2AE008,AF2AE009,AF2AE010,AF2AE011,AF2AE012,AF2AE013,AF2AE014,AF2AE015,AF2AE016,AF2AE017,AF2AE018,AF2AE019,AF2AE020,AF2AE021,AF2AE022,AF2AE023,AF2AE024,AF2AE025,AF2AE026,AF2AE027,AF2AE028,AF2AE029,AF2AE030,AF2AE031,AF2AE032,AF2AE033,AF2AE034,AF2AE035,AF2AE036,AF2AE037,AF2AE038,AF2AE039,AF2AE040,AF2AE041,AF2AE042,AF2AE043,AF2AE044,AF2AE045,AF2AE046,AF2AE047,AF2AE048,AF2AE049
G08007509662002,2012-2016,Colorado,8,Logan County,75,966200,"Block Group 2, Census Tract 9662, Logan County, Colorado",1968,1169,0,13,243,0,96,9,0,202,91,165,38,117,54,23,24,9,16,0,14,11,0,35,9,799,77,0,9,0,48,35,33,5,66,139,0,89,15,51,37,76,22,0,9,42,28,9,9
G08007509662003,2012-2016,Colorado,8,Logan County,75,966200,"Block Group 3, Census Tract 9662, Logan County, Colorado",1092,632,10,27,13,111,26,9,13,6,78,9,34,68,33,34,40,49,5,9,9,10,32,7,0,460,4,34,24,0,17,21,24,1,3,39,38,23,36,42,10,6,28,30,10,15,18,0,37
G08007509663001,2012-2016,Colorado,8,Logan County,75,966300,"Block Group 1, Census Tract 9663, Logan County, Colorado",1223,512,12,8,0,12,12,20,0,5,0,119,79,34,45,50,31,11,19,10,0,7,21,0,17,711,63,63,12,49,35,0,0,4,51,22,38,28,12,131,15,0,29,0,68,18,8,10,55
G08007509663002,2012-2016,Colorado,8,Logan County,75,966300,"Block Group 2, Census Tract 9663, Logan County, Colorado",1215,635,0,9,27,0,24,185,0,0,91,43,45,29,14,17,18,12,0,9,20,42,0,0,50,580,57,82,44,17,44,0,0,37,12,25,35,36,23,12,28,16,0,8,10,22,0,17,55
G08007509663003,2012-2016,Colorado,8,Logan County,75,966300,"Block Group 3, Census Tract 9663, Logan County, Colorado",641,302,38,16,0,0,0,0,0,24,49,0,13,0,18,37,41,14,9,0,0,0,0,9,34,339,20,0,15,0,0,0,0,36,10,0,0,9,0,19,50,9,35,0,59,0,0,11,66
G08007509663004,2012-2016,Colorado,8,Logan County,75,966300,"Block Group 4, Census Tract 9663, Logan County, Colorado",1830,908,22,40,37,9,63,62,0,28,54,61,24,33,36,46,85,0,71,40,40,68,32,38,19,922,126,61,25,23,3,53,0,7,53,52,0,40,0,53,32,41,58,43,44,12,71,48,77
G08007509664001,2012-2016,Colorado,8,Logan County,75,966400,"Block Group 1, Census Tract 9664, Logan County, Colorado",1496,811,39,27,27,21,4,4,11,30,50,46,74,61,100,70,43,42,35,8,28,29,23,30,9,685,35,47,66,30,12,1,29,6,32,28,33,48,63,27,40,56,32,8,21,25,17,19,10
G08007509664002,2012-2016,Colorado,8,Logan County,75,966400,"Block Group 2, Census Tract 9664, Logan County, Colorado",666,517,0,0,8,26,10,0,0,42,85,98,77,28,14,41,26,0,26,26,0,7,3,0,0,149,0,0,0,8,0,0,0,0,51,0,9,0,31,11,11,4,8,4,0,3,9,0,0
G08007700002001,2012-2016,Colorado,8,Mesa County,77,200,"Block Group 1, Census Tract 2, Mesa County, Colorado",1134,541,20,67,0,11,37,56,23,19,24,13,54,19,7,54,48,0,22,12,22,33,0,0,0,593,5,13,36,60,19,21,27,20,25,41,57,11,67,56,35,33,4,33,12,10,8,0,0
G08007700002002,2012-2016,Colorado,8,Mesa County,77,200,"Block Group 2, Census Tract 2, Mesa County, Colorado",1241,718,58,15,33,16,17,8,71,107,41,105,49,60,10,31,47,5,35,0,10,0,0,0,0,523,84,42,8,25,8,20,27,43,46,49,24,31,23,7,19,0,6,24,0,19,0,9,9
G08007700003001,2012-2016,Colorado,8,Mesa County,77,300,"Block Group 1, Census Tract 3, Mesa County, Colorado",374,191,0,1,1,0,0,0,0,20,11,20,12,13,15,31,25,0,10,6,4,22,0,0,0,183,18,0,15,21,0,0,0,0,6,9,6,9,6,43,24,12,4,6,4,0,0,0,0
G08007700003002,2012-2016,Colorado,8,Mesa County,77,300,"Block Group 2, Census Tract 3, Mesa County, Colorado",1100,609,112,32,69,12,25,13,4,5,32,42,35,44,22,19,63,30,8,6,7,4,13,12,0,491,13,35,14,0,3,43,6,16,63,88,0,17,40,29,35,7,21,15,18,7,0,0,21
G08007700004001,2012-2016,Colorado,8,Mesa County,77,400,"Block Group 1, Census Tract 4, Mesa County, Colorado",940,469,40,49,37,0,0,0,0,13,57,21,10,45,32,34,11,38,12,22,8,11,0,0,29,471,27,0,49,13,6,0,9,61,37,0,58,0,16,33,69,0,12,8,18,23,0,0,32
G08007700004002,2012-2016,Colorado,8,Mesa County,77,400,"Block Group 2, Census Tract 4, Mesa County, Colorado",897,483,0,32,14,33,35,36,25,0,114,25,0,24,24,31,33,7,32,0,0,8,0,0,10,414,0,42,9,11,0,0,0,48,56,12,15,0,29,62,55,0,0,31,0,0,25,0,19
G08007700004003,2012-2016,Colorado,8,Mesa County,77,400,"Block Group 3, Census Tract 4, Mesa County, Colorado",948,506,48,41,45,8,22,46,7,81,17,32,26,10,42,22,10,0,9,8,0,13,0,19,0,442,4,17,9,9,21,42,21,44,49,0,21,21,0,42,9,8,10,10,0,51,28,18,8
G08007700004004,2012-2016,Colorado,8,Mesa County,77,400,"Block Group 4, Census Tract 4, Mesa County, Colorado",768,261,0,10,0,9,0,0,0,0,68,10,0,27,0,19,0,72,0,0,0,19,0,9,18,507,33,7,20,24,10,0,0,59,22,41,31,24,22,28,8,0,19,34,49,24,6,6,40
G08007700005001,2012-2016,Colorado,8,Mesa County,77,500,"Block Group 1, Census Tract 5, Mesa County, Colorado",997,371,15,0,11,17,6,5,20,14,60,42,37,35,0,31,0,0,0,7,4,21,19,16,11,626,19,14,14,17,37,9,16,61,48,19,28,24,9,0,6,17,5,8,27,86,58,21,83
G08007700005002,2012-2016,Colorado,8,Mesa County,77,500,"Block Group 2, Census Tract 5, Mesa County, Colorado",2239,1079,0,7,11,25,654,207,64,17,32,9,5,19,0,4,0,0,0,0,19,0,0,0,6,1160,0,16,0,16,793,182,38,26,19,12,4,5,9,7,0,0,15,3,5,0,0,4,6
G08007700006011,2012-2016,Colorado,8,Mesa County,77,601,"Block Group 1, Census Tract 6.01, Mesa County, Colorado",2328,1125,61,161,99,39,25,5,3,51,90,27,115,72,78,74,25,4,32,12,0,86,41,13,12,1203,120,78,4,51,13,55,0,72,55,100,61,43,53,32,47,0,37,17,29,137,33,67,99
G08007700006012,2012-2016,Colorado,8,Mesa County,77,601,"Block Group 2, Census Tract 6.01, Mesa County, Colorado",759,466,15,0,0,0,0,11,63,67,80,82,85,20,0,21,14,0,8,0,0,0,0,0,0,293,0,16,0,0,9,35,32,62,33,30,0,0,0,9,15,0,9,0,0,28,15,0,0
G08007700006013,2012-2016,Colorado,8,Mesa County,77,601,"Block Group 3, Census Tract 6.01, Mesa County, Colorado",893,403,23,22,21,0,20,0,7,0,18,57,37,38,11,0,55,17,12,15,0,28,0,14,8,490,24,20,10,0,0,24,19,30,36,20,44,21,0,35,42,41,13,38,29,0,7,37,0
G08007700006021,2012-2016,Colorado,8,Mesa County,77,602,"Block Group 1, Census Tract 6.02, Mesa County, Colorado",1330,579,0,16,30,0,54,0,0,111,0,95,8,4,73,0,26,0,24,52,0,0,86,0,0,751,126,128,0,0,25,32,0,19,111,0,86,4,31,50,100,0,39,0,0,0,0,0,0
G08007700006022,2012-2016,Colorado,8,Mesa County,77,602,"Block Group 2, Census Tract 6.02, Mesa County, Colorado",1173,407,45,47,61,16,3,0,0,0,0,27,0,7,65,0,42,0,0,0,43,19,15,0,17,766,0,132,189,0,0,79,0,0,6,126,38,0,14,79,4,15,16,0,29,15,11,13,0
G08007700006023,2012-2016,Colorado,8,Mesa County,77,602,"Block Group 3, Census Tract 6.02, Mesa County, Colorado",1059,559,64,19,0,0,3,99,47,72,59,53,36,10,0,0,29,0,41,0,0,13,14,0,0,500,14,0,0,0,11,7,0,24,7,70,51,0,16,77,99,37,0,23,14,0,34,16,0
G08007700006024,2012-2016,Colorado,8,Mesa County,77,602,"Block Group 4, Census Tract 6.02, Mesa County, Colorado",397,158,0,9,0,0,0,0,0,0,0,22,9,0,9,0,13,0,33,0,13,50,0,0,0,239,0,0,0,0,11,0,0,53,0,0,25,10,0,26,9,0,65,0,0,0,0,13,27
G08007700006025,2012-2016,Colorado,8,Mesa County,77,602,"Block Group 5, Census Tract 6.02, Mesa County, Colorado",958,544,71,0,0,0,120,45,0,121,69,23,17,0,0,67,0,0,0,0,11,0,0,0,0,414,7,31,0,0,0,144,100,0,20,12,0,0,55,0,0,0,20,0,11,0,0,0,14
G08007700007001,2012-2016,Colorado,8,Mesa County,77,700,"Block Group 1, Census Tract 7, Mesa County, Colorado",1079,594,49,79,0,0,0,0,45,17,47,114,22,0,70,22,45,7,29,0,21,7,13,7,0,485,81,13,6,0,27,38,40,35,93,18,0,6,21,16,41,6,0,23,0,21,0,0,0
G08007700007002,2012-2016,Colorado,8,Mesa County,77,700,"Block Group 2, Census Tract 7, Mesa County, Colorado",1397,819,56,54,75,0,5,50,3,35,76,94,29,39,63,41,48,8,13,34,12,47,16,21,0,578,12,27,15,16,5,16,0,62,74,7,41,43,25,55,7,26,57,0,0,20,33,12,25
G08007700007003,2012-2016,Colorado,8,Mesa County,77,700,"Block Group 3, Census Tract 7, Mesa County, Colorado",1615,878,159,24,16,6,12,6,22,63,122,89,101,65,23,62,34,37,7,8,13,0,0,9,0,737,62,46,37,12,24,29,80,58,28,25,29,89,56,21,58,57,0,0,0,7,0,6,13
G08007700008001,2012-2016,Colorado,8,Mesa County,77,800,"Block Group 1, Census Tract 8, Mesa County, Colorado",2571,1324,55,124,113,57,0,0,0,58,110,116,106,131,24,134,143,25,52,0,57,0,19,0,0,1247,61,112,173,40,16,0,0,62,70,118,31,58,166,132,31,22,0,32,13,34,25,51,0
G08007700008002,2012-2016,Colorado,8,Mesa County,77,800,"Block Group 2, Census Tract 8, Mesa County, Colorado",2035,838,44,82,24,0,0,0,0,0,114,120,118,51,10,82,124,0,0,0,35,0,0,17,17,1197,164,111,0,23,0,0,28,40,124,85,66,71,19,150,87,13,0,40,14,19,86,16,41
G08007700008003,2012-2016,Colorado,8,Mesa County,77,800,"Block Group 3, Census Tract 8, Mesa County, Colorado",4181,2059,73,215,207,112,17,11,15,200,225,214,30,183,94,130,111,16,38,21,0,47,100,0,0,2122,132,299,207,58,14,13,17,133,190,173,164,93,72,57,143,32,68,49,52,111,0,45,0
G08007700009001,2012-2016,Colorado,8,Mesa County,77,900,"Block Group 1, Census Tract 9, Mesa County, Colorado",2677,1330,139,71,54,39,6,27,0,129,189,149,99,9,83,34,67,0,43,13,34,65,47,26,7,1347,110,54,64,29,64,32,11,98,80,214,120,33,26,75,31,0,19,8,107,91,47,27,7
G08007700010011,2012-2016,Colorado,8,Mesa County,77,1001,"Block Group 1, Census Tract 10.01, Mesa County, Colorado",1172,542,16,36,13,22,0,50,0,10,0,0,17,24,17,46,71,0,26,23,57,53,15,34,12,630,28,0,77,0,25,0,31,51,17,0,0,49,38,36,47,0,23,11,69,13,39,52,24
G08007700010012,2012-2016,Colorado,8,Mesa County,77,1001,"Block Group 2, Census Tract 10.01, Mesa County, Colorado",1541,661,47,0,94,0,12,0,0,19,48,0,19,62,1,61,8,14,16,22,0,34,44,50,110,880,74,4,0,23,0,0,0,0,38,21,55,24,0,0,49,40,79,17,27,37,62,93,237
G08007700010013,2012-2016,Colorado,8,Mesa County,77,1001,"Block Group 3, Census Tract 10.01, Mesa County, Colorado",1936,955,31,131,135,30,5,0,0,0,0,17,124,36,40,25,138,12,32,43,0,31,35,35,55,981,0,0,102,64,0,0,33,0,0,39,21,69,68,54,112,50,45,46,38,13,93,62,72
G08007700010021,2012-2016,Colorado,8,Mesa County,77,1002,"Block Group 1, Census Tract 10.02, Mesa County, Colorado",1581,863,16,23,81,39,14,0,0,0,26,121,31,33,28,52,120,59,30,34,17,34,64,26,15,718,82,21,63,0,0,0,0,0,74,0,30,38,0,67,54,56,10,52,71,47,53,0,0
G08007700010022,2012-2016,Colorado,8,Mesa County,77,1002,"Block Group 2, Census Tract 10.02, Mesa County, Colorado",1855,808,40,62,0,45,0,13,0,160,0,124,13,79,30,72,15,18,31,11,0,0,16,20,59,1047,85,36,0,0,16,0,58,16,93,43,17,104,10,48,73,0,4,20,0,37,80,40,267
G08007700010023,2012-2016,Colorado,8,Mesa County,77,1002,"Block Group 3, Census Tract 10.02, Mesa County, Colorado",2033,957,28,62,32,58,47,21,15,0,44,45,37,84,44,71,36,31,52,16,29,89,15,67,34,1076,31,12,60,13,0,56,19,0,116,59,97,21,102,122,82,35,81,0,0,63,27,80,0
G08007700010024,2012-2016,Colorado,8,Mesa County,77,1002,"Block Group 4, Census Tract 10.02, Mesa County, Colorado",1241,552,11,40,71,58,0,11,0,0,0,0,123,41,35,50,33,0,16,12,19,14,18,0,0,689,79,87,38,24,10,13,0,0,0,84,31,49,25,43,48,10,22,20,35,37,18,16,0
G08007700011011,2012-2016,Colorado,8,Mesa County,77,1101,"Block Group 1, Census Tract 11.01, Mesa County, Colorado",3703,1712,175,128,75,41,97,164,30,23,48,58,177,124,58,70,102,52,119,9,42,31,66,11,12,1991,117,47,258,79,37,0,0,136,171,226,102,143,52,88,169,47,132,11,12,35,35,20,74
G08007700011012,2012-2016,Colorado,8,Mesa County,77,1101,"Block Group 2, Census Tract 11.01, Mesa County, Colorado",1090,468,34,0,26,0,0,0,0,0,11,0,13,11,53,15,14,102,19,37,0,47,52,23,11,622,5,42,0,46,35,0,0,0,11,32,0,105,21,45,100,0,53,68,0,13,36,0,10
G08007700011013,2012-2016,Colorado,8,Mesa County,77,1101,"Block Group 3, Census Tract 11.01, Mesa County, Colorado",820,369,55,41,0,0,0,0,57,41,0,0,0,29,51,15,12,18,0,0,0,10,13,0,27,451,64,43,23,26,0,0,0,0,52,0,22,20,14,13,0,6,22,17,15,65,0,37,12
G08007700011014,2012-2016,Colorado,8,Mesa County,77,1101,"Block Group 4, Census Tract 11.01, Mesa County, Colorado",1884,1046,89,85,0,32,52,0,35,39,139,73,70,29,0,187,86,13,17,0,12,0,0,40,48,838,58,45,98,0,13,0,0,41,75,45,106,50,34,40,108,31,0,0,12,0,52,0,30
G08007700011015,2012-2016,Colorado,8,Mesa County,77,1101,"Block Group 5, Census Tract 11.01, Mesa County, Colorado",534,181,0,0,0,16,4,0,12,10,3,0,0,15,21,0,33,16,3,0,11,0,11,0,26,353,0,0,32,0,0,0,0,155,0,0,0,0,16,38,20,16,16,0,38,12,0,10,0
G08007700011021,2012-2016,Colorado,8,Mesa County,77,1102,"Block Group 1, Census Tract 11.02, Mesa County, Colorado",1041,545,29,50,27,13,0,0,0,15,163,40,0,60,0,36,16,0,8,11,29,38,10,0,0,496,26,0,72,14,0,0,0,57,0,34,13,46,38,39,35,0,18,11,40,9,10,34,0
G08007700011022,2012-2016,Colorado,8,Mesa County,77,1102,"Block Group 2, Census Tract 11.02, Mesa County, Colorado",781,332,40,28,0,0,0,0,0,0,22,37,20,37,0,28,15,20,20,12,8,21,24,0,0,449,16,27,48,0,9,0,0,0,29,59,21,8,19,9,28,58,24,0,0,18,40,11,25
G08007700011023,2012-2016,Colorado,8,Mesa County,77,1102,"Block Group 3, Census Tract 11.02, Mesa County, Colorado",807,413,14,13,55,13,10,0,0,8,13,19,37,24,34,27,52,0,17,10,32,8,0,18,9,394,0,15,12,27,0,0,0,0,0,49,0,11,41,16,25,9,40,20,10,20,63,8,28
G08007700011024,2012-2016,Colorado,8,Mesa County,77,1102,"Block Group 4, Census Tract 11.02, Mesa County, Colorado",2175,1193,56,119,150,84,0,0,0,8,56,89,62,84,29,98,57,21,61,24,37,85,18,45,10,982,49,13,51,43,7,0,13,10,48,40,144,36,70,41,79,0,83,43,31,118,0,38,25
G08007700012001,2012-2016,Colorado,8,Mesa County,77,1200,"Block Group 1, Census Tract 12, Mesa County, Colorado",989,537,8,23,29,25,0,0,0,6,0,46,14,0,62,33,64,60,25,7,43,54,25,0,13,452,17,32,10,0,0,5,0,0,9,0,26,15,4,65,105,15,26,22,31,17,19,12,22
G08007700012002,2012-2016,Colorado,8,Mesa County,77,1200,"Block Group 2, Census Tract 12, Mesa County, Colorado",1288,644,21,16,20,24,15,5,6,0,87,41,0,36,24,86,46,17,38,25,28,49,40,6,14,644,45,17,40,6,9,0,0,0,60,5,9,37,40,40,44,46,96,21,28,44,16,6,35
G08007700013011,2012-2016,Colorado,8,Mesa County,77,1301,"Block Group 1, Census Tract 13.01, Mesa County, Colorado",1186,629,59,54,13,0,40,55,0,113,60,26,23,0,11,40,17,27,0,35,12,18,15,0,11,557,65,49,61,18,35,0,0,28,63,27,13,29,12,0,76,29,10,0,0,28,14,0,0
G08007700013012,2012-2016,Colorado,8,Mesa County,77,1301,"Block Group 2, Census Tract 13.01, Mesa County, Colorado",998,326,20,21,32,0,17,0,36,19,0,26,65,0,39,21,0,0,0,9,0,10,11,0,0,672,0,67,78,21,23,22,24,22,58,54,20,69,18,48,29,0,11,0,6,53,23,0,26
G08007700013013,2012-2016,Colorado,8,Mesa County,77,1301,"Block Group 3, Census Tract 13.01, Mesa County, Colorado",2579,1231,398,91,13,0,30,0,0,19,80,106,0,86,14,50,134,18,26,11,10,21,91,33,0,1348,61,90,58,146,33,0,16,55,137,36,59,102,75,168,130,14,0,24,58,40,35,0,11
G08007700013014,2012-2016,Colorado,8,Mesa County,77,1301,"Block Group 4, Census Tract 13.01, Mesa County, Colorado",1733,929,20,60,74,45,24,9,19,38,132,106,63,31,92,73,63,38,23,0,19,0,0,0,0,804,126,59,21,54,0,0,0,34,86,43,60,32,52,72,25,20,0,19,16,57,0,0,28
G08007700013015,2012-2016,Colorado,8,Mesa County,77,1301,"Block Group 5, Census Tract 13.01, Mesa County, Colorado",1307,510,107,51,64,0,0,0,0,0,100,69,0,0,8,46,27,10,0,0,10,15,3,0,0,797,148,59,20,0,0,0,64,17,128,98,17,57,69,10,14,0,14,0,25,13,16,15,13
G08007700013016,2012-2016,Colorado,8,Mesa County,77,1301,"Block Group 6, Census Tract 13.01, Mesa County, Colorado",1261,602,28,15,40,50,38,93,14,0,53,0,43,0,70,0,38,37,13,0,14,39,17,0,0,659,0,15,43,32,0,61,0,22,30,0,41,12,95,67,76,0,56,21,64,24,0,0,0
G08007700013021,2012-2016,Colorado,8,Mesa County,77,1302,"Block Group 1, Census Tract 13.02, Mesa County, Colorado",2634,1339,41,110,65,60,11,0,9,6,42,111,90,54,68,76,115,92,46,35,72,50,109,33,44,1295,68,63,86,31,0,10,0,10,47,72,110,102,40,97,157,49,38,50,46,113,54,19,33
G08007700013022,2012-2016,Colorado,8,Mesa County,77,1302,"Block Group 2, Census Tract 13.02, Mesa County, Colorado",738,390,7,11,0,12,0,9,0,40,0,47,12,22,17,48,6,19,25,17,7,36,55,0,0,348,17,32,12,6,7,0,0,7,20,27,0,6,34,22,25,11,27,14,42,26,0,0,13
G08007700013023,2012-2016,Colorado,8,Mesa County,77,1302,"Block Group 3, Census Tract 13.02, Mesa County, Colorado",1292,654,33,53,51,41,29,0,21,18,13,34,39,51,38,54,15,22,29,18,33,31,24,7,0,638,23,64,38,19,52,0,0,12,10,0,25,45,42,54,50,48,27,59,22,11,32,0,5
G08007700014021,2012-2016,Colorado,8,Mesa County,77,1402,"Block Group 1, Census Tract 14.02, Mesa County, Colorado",1991,953,27,58,73,65,12,16,0,14,56,28,12,46,105,108,75,0,54,15,55,20,43,54,17,1038,37,14,110,59,50,0,0,50,12,55,41,43,152,16,70,0,32,18,63,103,26,35,52
G08007700014022,2012-2016,Colorado,8,Mesa County,77,1402,"Block Group 2, Census Tract 14.02, Mesa County, Colorado",1104,497,28,14,18,0,36,0,0,0,13,12,0,99,0,42,25,27,26,21,15,62,59,0,0,607,0,15,50,38,0,0,0,0,12,0,29,74,14,14,81,21,42,14,32,64,46,12,49
G08007700014023,2012-2016,Colorado,8,Mesa County,77,1402,"Block Group 3, Census Tract 14.02, Mesa County, Colorado",2785,1412,64,65,50,32,63,0,14,10,11,59,97,70,94,152,69,38,120,147,33,62,135,12,15,1373,69,147,31,45,12,0,0,11,114,52,27,63,71,165,120,63,135,0,86,76,75,11,0
G08007700014031,2012-2016,Colorado,8,Mesa County,77,1403,"Block Group 1, Census Tract 14.03, Mesa County, Colorado",2116,1063,23,76,66,41,17,0,26,21,40,44,0,96,126,77,90,26,49,27,24,39,116,14,25,1053,56,32,102,37,18,15,0,48,11,28,23,69,100,87,106,14,59,17,48,69,34,16,64
G08007700014032,2012-2016,Colorado,8,Mesa County,77,1403,"Block Group 2, Census Tract 14.03, Mesa County, Colorado",1466,808,61,42,121,0,0,0,0,7,31,22,105,73,24,69,58,7,49,61,22,16,24,0,16,658,0,13,63,20,15,10,0,0,19,98,59,22,21,43,73,51,42,48,0,14,16,13,18
G08007700014041,2012-2016,Colorado,8,Mesa County,77,1404,"Block Group 1, Census Tract 14.04, Mesa County, Colorado",2320,1192,48,72,101,95,28,0,0,16,74,0,93,0,55,101,84,76,120,35,28,73,53,30,10,1128,18,54,98,14,18,20,22,88,53,19,51,46,141,93,52,12,133,58,20,51,25,33,9
G08007700014042,2012-2016,Colorado,8,Mesa County,77,1404,"Block Group 2, Census Tract 14.04, Mesa County, Colorado",2440,1332,18,173,99,0,69,0,0,0,0,28,91,133,31,58,144,40,80,69,62,116,69,44,8,1108,18,20,49,14,0,0,0,0,92,0,86,55,21,152,75,45,122,67,112,72,18,48,42
G08007700015011,2012-2016,Colorado,8,Mesa County,77,1501,"Block Group 1, Census Tract 15.01, Mesa County, Colorado",1450,727,88,19,29,0,18,0,19,23,0,102,81,40,72,17,21,101,26,0,27,26,18,0,0,723,115,27,31,27,63,23,20,24,0,68,44,78,42,18,0,0,53,36,0,54,0,0,0
G08007700015012,2012-2016,Colorado,8,Mesa County,77,1501,"Block Group 2, Census Tract 15.01, Mesa County, Colorado",2456,884,0,120,53,0,25,0,0,23,82,0,135,127,47,17,153,0,38,27,0,23,7,0,7,1572,0,74,184,183,43,25,23,47,67,62,171,141,102,83,101,60,30,0,34,0,19,50,73
G08007700015013,2012-2016,Colorado,8,Mesa County,77,1501,"Block Group 3, Census Tract 15.01, Mesa County, Colorado",970,594,70,27,15,24,21,0,0,0,49,24,139,23,13,53,84,0,25,27,0,0,0,0,0,376,0,0,24,47,0,0,19,0,47,0,25,0,125,41,18,0,0,0,0,30,0,0,0
G08007700015014,2012-2016,Colorado,8,Mesa County,77,1501,"Block Group 4, Census Tract 15.01, Mesa County, Colorado",4603,2142,127,167,205,193,31,0,0,57,192,230,235,114,158,108,0,49,62,20,58,59,77,0,0,2461,264,148,336,25,109,0,0,85,50,274,119,215,201,62,54,0,110,122,54,42,122,25,44
G08007700015015,2012-2016,Colorado,8,Mesa County,77,1501,"Block Group 5, Census Tract 15.01, Mesa County, Colorado",3310,1775,125,118,166,198,98,0,0,67,60,101,202,89,61,61,62,23,33,47,74,71,119,0,0,1535,0,28,79,164,22,0,0,24,85,94,83,189,163,61,69,23,48,20,97,77,67,61,81
G08007700015021,2012-2016,Colorado,8,Mesa County,77,1502,"Block Group 1, Census Tract 15.02, Mesa County, Colorado",3086,1561,86,71,82,137,99,0,37,11,78,44,123,127,104,135,126,34,30,31,15,126,34,31,0,1525,166,114,57,128,24,0,0,0,109,59,80,203,82,133,108,12,64,20,19,55,51,41,0
G08007700015022,2012-2016,Colorado,8,Mesa County,77,1502,"Block Group 2, Census Tract 15.02, Mesa County, Colorado",1871,948,0,8,21,99,18,0,30,22,53,115,23,0,30,99,120,0,96,13,75,45,54,27,0,923,13,56,56,86,28,0,0,12,48,7,21,26,30,143,83,0,130,0,0,45,78,13,48
G08007700015023,2012-2016,Colorado,8,Mesa County,77,1502,"Block Group 3, Census Tract 15.02, Mesa County, Colorado",2508,1459,0,123,102,165,22,21,0,121,58,0,42,113,176,98,122,68,36,0,18,114,8,17,35,1049,0,49,73,68,13,0,0,0,0,0,91,104,106,122,141,36,70,20,83,18,0,8,47
G08007700016001,2012-2016,Colorado,8,Mesa County,77,1600,"Block Group 1, Census Tract 16, Mesa County, Colorado",1411,730,12,67,63,83,8,0,0,9,0,40,12,27,58,58,78,25,60,0,34,17,53,9,17,681,34,24,77,35,42,0,0,0,15,15,10,19,79,37,76,26,60,30,0,37,32,18,15
G08007700016002,2012-2016,Colorado,8,Mesa County,77,1600,"Block Group 2, Census Tract 16, Mesa County, Colorado",2049,1106,52,22,45,67,32,9,62,38,37,62,60,94,68,35,115,33,14,46,32,91,59,22,11,943,35,49,101,30,0,0,10,0,0,54,12,81,60,40,74,24,63,38,19,90,88,29,46
G08007700017021,2012-2016,Colorado,8,Mesa County,77,1702,"Block Group 1, Census Tract 17.02, Mesa County, Colorado",1058,567,22,8,13,11,9,0,10,13,59,0,11,18,32,66,49,0,59,55,13,15,82,0,22,491,10,0,0,8,0,0,10,0,28,25,10,17,23,63,76,27,18,34,28,26,48,7,33
G08007700017022,2012-2016,Colorado,8,Mesa County,77,1702,"Block Group 2, Census Tract 17.02, Mesa County, Colorado",1428,677,9,74,43,27,5,0,0,9,37,59,24,23,86,63,41,37,19,28,28,14,17,10,24,751,50,44,32,24,0,0,5,21,79,13,68,26,38,88,78,23,43,27,3,0,31,35,23
G08007700017023,2012-2016,Colorado,8,Mesa County,77,1702,"Block Group 3, Census Tract 17.02, Mesa County, Colorado",1252,594,10,15,75,35,0,3,4,47,26,54,17,68,53,11,50,3,10,0,51,33,8,3,18,658,43,54,21,128,9,3,0,11,26,52,49,59,20,13,20,31,8,12,25,21,0,16,37
G08007700017024,2012-2016,Colorado,8,Mesa County,77,1702,"Block Group 4, Census Tract 17.02, Mesa County, Colorado",904,454,8,13,19,40,8,0,0,23,20,36,20,10,21,38,91,0,21,26,8,8,15,22,7,450,57,8,9,9,0,16,0,10,13,33,7,23,11,87,73,3,13,17,15,16,7,13,10
G08007700017031,2012-2016,Colorado,8,Mesa County,77,1703,"Block Group 1, Census Tract 17.03, Mesa County, Colorado",1303,625,42,43,0,0,8,16,28,27,8,44,30,40,19,58,86,0,57,19,23,50,12,0,15,678,13,75,71,22,36,10,0,20,21,58,36,30,43,46,50,0,48,8,28,24,8,24,7
G08007700017032,2012-2016,Colorado,8,Mesa County,77,1703,"Block Group 2, Census Tract 17.03, Mesa County, Colorado",1263,663,16,34,12,0,73,0,8,8,75,153,19,44,38,67,21,6,15,7,20,7,18,8,14,600,62,15,10,11,17,0,10,0,109,72,53,9,68,15,17,8,15,17,18,0,31,34,9
G08007700017033,2012-2016,Colorado,8,Mesa County,77,1703,"Block Group 3, Census Tract 17.03, Mesa County, Colorado",1734,786,49,24,82,0,0,8,14,0,72,37,27,19,50,99,56,1,40,61,33,47,57,10,0,948,146,68,58,9,7,10,0,30,90,72,14,45,56,50,48,23,39,10,84,27,36,10,16
G08007700017051,2012-2016,Colorado,8,Mesa County,77,1705,"Block Group 1, Census Tract 17.05, Mesa County, Colorado",1215,694,17,114,31,17,15,18,0,18,105,72,0,53,18,36,68,15,0,97,0,0,0,0,0,521,0,44,28,38,13,0,0,0,13,14,0,96,87,115,18,0,19,17,19,0,0,0,0
G08007700017052,2012-2016,Colorado,8,Mesa County,77,1705,"Block Group 2, Census Tract 17.05, Mesa County, Colorado",1108,576,100,99,15,0,17,0,0,17,0,35,1,101,58,40,1,39,15,19,0,19,0,0,0,532,0,0,94,0,55,21,0,0,41,60,0,97,35,0,35,72,0,0,0,22,0,0,0
